authored_date,committed_date,before_or_after,id_issue
2020-11-04T22:08:51Z,2020-11-04T22:08:51Z,after,732267627
2020-11-04T22:07:33Z,2020-11-04T22:07:33Z,after,732267627
2020-11-04T22:06:14Z,2020-11-04T22:06:14Z,after,732267627
2020-11-04T22:04:31Z,2020-11-04T22:04:31Z,after,732267627
2020-11-04T22:02:53Z,2020-11-04T22:02:53Z,after,732267627
2020-11-03T22:56:50Z,2020-11-03T22:56:50Z,after,732267627
2020-11-03T22:31:52Z,2020-11-03T22:50:51Z,after,732267627
2020-11-03T22:31:44Z,2020-11-03T22:50:50Z,after,732267627
2020-11-03T22:30:35Z,2020-11-03T22:34:22Z,after,732267627
2020-11-03T22:03:38Z,2020-11-03T22:03:38Z,after,732267627
2020-11-03T22:01:58Z,2020-11-03T22:01:58Z,after,732267627
2020-11-03T21:54:15Z,2020-11-03T21:54:15Z,after,732267627
2020-11-03T21:33:00Z,2020-11-03T21:33:00Z,after,732267627
2020-11-03T20:16:40Z,2020-11-03T20:16:40Z,after,732267627
2020-11-03T19:52:39Z,2020-11-03T19:52:39Z,after,732267627
2020-11-03T19:44:37Z,2020-11-03T19:44:37Z,after,732267627
2020-11-03T19:15:57Z,2020-11-03T19:15:57Z,after,732267627
2020-11-03T19:12:00Z,2020-11-03T19:12:00Z,after,732267627
2020-11-03T18:38:00Z,2020-11-03T18:38:00Z,after,732267627
2020-11-03T18:30:12Z,2020-11-03T18:30:17Z,after,732267627
2020-11-03T16:11:04Z,2020-11-03T16:11:04Z,after,732267627
2020-11-03T15:37:28Z,2020-11-03T15:37:54Z,after,732267627
2020-11-03T15:08:19Z,2020-11-03T15:08:19Z,after,732267627
2020-11-03T15:06:36Z,2020-11-03T15:07:16Z,after,732267627
2020-11-02T01:50:42Z,2020-11-03T15:07:16Z,after,732267627
2020-11-03T14:57:56Z,2020-11-03T14:57:56Z,after,732267627
2020-11-03T13:27:44Z,2020-11-03T13:27:44Z,after,732267627
2020-11-03T13:19:04Z,2020-11-03T13:19:15Z,after,732267627
2020-11-03T13:18:50Z,2020-11-03T13:18:50Z,after,732267627
2020-08-28T16:40:03Z,2020-11-03T13:15:55Z,after,732267627
2020-10-27T13:00:12Z,2020-11-03T13:10:31Z,after,732267627
2020-10-24T01:04:16Z,2020-11-03T13:09:35Z,after,732267627
2020-10-21T16:08:08Z,2020-11-03T13:09:11Z,after,732267627
2020-10-20T14:45:00Z,2020-11-03T13:09:02Z,after,732267627
2020-10-29T22:44:31Z,2020-11-03T13:08:22Z,after,732267627
2020-10-29T21:53:11Z,2020-11-03T13:07:28Z,after,732267627
2020-10-28T23:52:09Z,2020-11-03T13:06:08Z,after,732267627
2020-11-02T15:58:37Z,2020-11-02T15:58:37Z,after,732267627
2020-11-02T14:10:17Z,2020-11-02T14:10:17Z,after,732267627
2020-11-02T13:37:58Z,2020-11-02T13:37:58Z,after,732267627
2020-11-02T00:22:51Z,2020-11-02T00:22:51Z,after,732267627
2020-11-01T23:58:59Z,2020-11-01T23:58:59Z,after,732267627
2020-11-01T23:38:14Z,2020-11-01T23:38:14Z,after,732267627
2020-11-01T23:24:14Z,2020-11-01T23:24:14Z,after,732267627
2020-11-01T22:52:02Z,2020-11-01T22:52:02Z,after,732267627
2020-11-01T22:45:14Z,2020-11-01T22:45:14Z,after,732267627
2020-11-01T21:54:21Z,2020-11-01T21:54:21Z,after,732267627
2020-11-01T21:53:29Z,2020-11-01T21:53:29Z,after,732267627
2020-11-01T19:39:34Z,2020-11-01T19:46:11Z,after,732267627
2020-11-01T16:24:11Z,2020-11-01T16:37:04Z,after,732267627
2020-11-01T15:53:43Z,2020-11-01T15:53:43Z,after,732267627
2020-11-01T15:50:18Z,2020-11-01T15:50:18Z,after,732267627
2020-11-01T15:28:10Z,2020-11-01T15:28:10Z,after,732267627
2020-11-01T15:24:49Z,2020-11-01T15:24:49Z,after,732267627
2020-11-01T14:51:05Z,2020-11-01T14:51:05Z,after,732267627
2020-11-01T00:12:38Z,2020-11-01T00:12:38Z,after,732267627
2020-11-01T00:09:30Z,2020-11-01T00:09:30Z,after,732267627
2020-11-01T00:03:31Z,2020-11-01T00:03:31Z,after,732267627
2020-10-31T23:57:58Z,2020-10-31T23:57:58Z,after,732267627
2020-10-31T18:10:48Z,2020-10-31T18:10:48Z,after,732267627
2020-10-31T17:39:40Z,2020-10-31T17:39:40Z,after,732267627
2020-10-31T17:24:47Z,2020-10-31T17:24:47Z,after,732267627
2020-10-31T17:24:18Z,2020-10-31T17:24:18Z,after,732267627
2020-10-31T16:41:21Z,2020-10-31T16:41:21Z,after,732267627
2020-10-31T16:19:31Z,2020-10-31T16:19:37Z,after,732267627
2020-10-31T13:26:11Z,2020-10-31T13:26:11Z,after,732267627
2020-10-31T04:32:18Z,2020-10-31T04:32:24Z,after,732267627
2020-10-30T21:23:52Z,2020-10-30T21:23:52Z,after,732267627
2020-10-30T21:23:20Z,2020-10-30T21:23:20Z,after,732267627
2023-01-08T15:14:52Z,2023-01-08T15:14:52Z,before,1526481982
2023-01-06T15:55:24Z,2023-01-06T15:55:24Z,before,1526481982
2023-01-01T19:01:23Z,2023-01-01T19:01:23Z,before,1526481982
2023-01-01T18:56:06Z,2023-01-01T18:56:06Z,before,1526481982
2023-01-01T18:52:31Z,2023-01-01T18:52:31Z,before,1526481982
2023-01-01T18:41:02Z,2023-01-01T18:41:02Z,before,1526481982
2022-12-29T15:36:07Z,2022-12-29T15:36:07Z,before,1526481982
2022-12-29T15:23:30Z,2022-12-29T15:30:53Z,before,1526481982
2022-12-18T14:51:45Z,2022-12-18T14:51:45Z,before,1526481982
2022-12-18T14:11:25Z,2022-12-18T14:11:25Z,before,1526481982
2022-12-18T14:05:38Z,2022-12-18T14:05:38Z,before,1526481982
2022-12-16T21:40:53Z,2022-12-16T21:40:53Z,before,1526481982
2022-12-16T21:27:15Z,2022-12-16T21:27:15Z,before,1526481982
2022-12-16T21:11:10Z,2022-12-16T21:11:10Z,before,1526481982
2022-12-16T20:55:15Z,2022-12-16T21:04:36Z,before,1526481982
2022-12-14T14:37:18Z,2022-12-15T14:27:58Z,before,1526481982
2022-12-14T13:30:55Z,2022-12-14T13:31:45Z,before,1526481982
2022-12-14T13:17:51Z,2022-12-14T13:18:36Z,before,1526481982
2022-12-14T13:13:13Z,2022-12-14T13:13:13Z,before,1526481982
2023-02-05T17:11:57Z,2023-02-05T17:14:25Z,after,1526481982
2023-02-05T17:08:58Z,2023-02-05T17:09:02Z,after,1526481982
2023-02-05T17:05:43Z,2023-02-05T17:05:43Z,after,1526481982
2023-02-05T16:35:53Z,2023-02-05T16:54:35Z,after,1526481982
2023-02-05T15:15:24Z,2023-02-05T15:15:24Z,after,1526481982
2023-02-05T13:11:25Z,2023-02-05T13:11:25Z,after,1526481982
2023-02-05T13:08:06Z,2023-02-05T13:08:06Z,after,1526481982
2023-02-05T13:07:42Z,2023-02-05T13:07:42Z,after,1526481982
2023-02-05T13:06:53Z,2023-02-05T13:06:53Z,after,1526481982
2023-02-05T13:01:14Z,2023-02-05T13:01:49Z,after,1526481982
2023-02-05T12:41:09Z,2023-02-05T12:41:09Z,after,1526481982
2023-01-26T09:35:25Z,2023-01-26T09:35:25Z,after,1526481982
2023-01-20T03:46:47Z,2023-01-20T06:04:58Z,after,1526481982
2023-01-17T15:33:32Z,2023-01-17T15:40:40Z,after,1526481982
2023-01-12T15:23:51Z,2023-01-12T15:23:51Z,after,1526481982
